customer_id,age,city,area,occupation,income_band,preferred_cuisine,secondary_cuisine,dietary_preference,avg_order_value,orders_per_month,preferred_order_time,weekend_order_share,discount_sensitivity,rating_tendency,new_restaurant_affinity,restaurant_loyalty,healthy_food_affinity,spicy_food_affinity,premium_affinity,customer_segment
C0145,19,Bengaluru,Whitefield,Engineering,10-20L,Desserts,Thai,Jain,693.0,9,Lunch,0.21,0.23,0.44,0.25,0.54,0.79,0.33,0.39,Health Conscious
C0146,43,Pune,Kothrud,Marketing,6-10L,Cafe,Biryani,No Preference,562.0,5,Breakfast,0.54,0.84,0.81,0.17,0.43,0.57,0.15,0.06,Food Explorer
C0147,23,Delhi,Connaught Place,Marketing,10-20L,Desserts,Burgers,Vegetarian,743.0,4,Breakfast,0.69,0.89,0.49,0.82,0.67,0.58,0.33,0.84,Food Explorer
C0148,52,Bengaluru,Koramangala,Other,6-10L,South Indian,Thai,No Preference,521.0,11,Lunch,0.5,0.75,0.78,0.42,0.21,0.24,0.3,0.76,Food Explorer
C0149,52,Pune,Viman Nagar,Government,3-6L,Cafe,South Indian,Vegan,239.0,3,Breakfast,0.45,0.93,0.38,0.45,0.78,0.39,0.75,0.86,Food Explorer
C0150,38,Pune,Viman Nagar,Student,6-10L,Italian,Healthy,No Preference,550.0,4,Late Night,0.71,0.5,0.76,0.63,0.21,0.63,0.78,0.66,Food Explorer
C0151,35,Mumbai,Bandra,Finance,3-6L,Desserts,South Indian,Vegetarian,525.0,6,Evening Snack,0.37,0.22,0.92,0.46,0.72,0.19,0.17,0.42,Convenience Seeker
C0152,53,Kolkata,Salt Lake,Engineering,3-6L,North Indian,South Indian,No Preference,400.0,6,Breakfast,0.51,0.78,0.87,0.11,0.46,0.76,0.72,0.53,Food Explorer
C0153,54,Bengaluru,Indiranagar,Engineering,3-6L,Thai,South Indian,No Preference,328.0,9,Evening Snack,0.31,0.27,0.45,0.32,0.37,0.77,0.41,0.85,Health Conscious
C0154,30,Chennai,T Nagar,Marketing,<3L,Pizza,North Indian,Low-Calorie,441.0,4,Evening Snack,0.65,0.45,0.87,0.45,0.47,0.8,0.65,0.56,Health Conscious
C0155,38,Bengaluru,Whitefield,Other,20L+,Biryani,Healthy,No Preference,807.0,6,Dinner,0.73,0.38,0.77,0.49,0.58,0.31,0.42,0.74,Food Explorer
C0156,41,Pune,Viman Nagar,IT/Tech,20L+,Biryani,Desserts,Low-Calorie,879.0,9,Lunch,0.56,0.59,0.92,0.47,0.68,0.47,0.35,0.64,Convenience Seeker
C0157,49,Hyderabad,Banjara Hills,Finance,6-10L,Biryani,Burgers,Vegetarian,529.0,4,Dinner,0.62,0.21,0.94,0.48,0.45,0.53,0.88,0.64,Food Explorer
C0158,20,Kolkata,Salt Lake,Government,6-10L,Healthy,Desserts,Vegetarian,746.0,8,Breakfast,0.22,0.35,0.75,0.23,0.61,0.58,0.65,0.6,Food Explorer
C0159,45,Pune,Hinjewadi,IT/Tech,<3L,Pizza,Biryani,Vegetarian,442.0,5,Late Night,0.48,0.7,0.48,0.4,0.5,0.68,0.69,0.18,Food Explorer
C0160,48,Mumbai,Andheri,IT/Tech,3-6L,Chinese,South Indian,Jain,323.0,6,Lunch,0.36,0.42,0.82,0.52,0.41,0.18,0.71,0.43,Food Explorer
C0161,37,Mumbai,Bandra,Student,10-20L,Chinese,North Indian,Jain,754.0,5,Breakfast,0.56,0.28,0.94,0.3,0.28,0.24,0.58,0.86,Food Explorer
C0162,43,Bengaluru,Indiranagar,Finance,3-6L,Desserts,Thai,No Preference,488.0,4,Late Night,0.68,0.51,0.61,0.1,0.31,0.34,0.7,0.73,Food Explorer
C0163,24,Ahmedabad,Navrangpura,Engineering,3-6L,Burgers,Biryani,Vegetarian,328.0,9,Evening Snack,0.55,0.54,0.93,0.35,0.44,0.43,0.2,0.35,Food Explorer
C0164,29,Hyderabad,Hitech City,Healthcare,10-20L,Maharashtrian,Chinese,Vegetarian,722.0,13,Evening Snack,0.22,0.39,0.46,0.65,0.53,0.46,0.22,0.38,Food Explorer
C0165,49,Delhi,Connaught Place,Engineering,6-10L,Desserts,South Indian,Vegetarian,483.0,7,Dinner,0.32,0.3,0.86,0.6,0.8,0.91,0.51,0.22,Health Conscious
C0166,53,Pune,Viman Nagar,Engineering,6-10L,Thai,Cafe,Vegetarian,515.0,9,Dinner,0.44,0.22,0.37,0.71,0.37,0.33,0.56,0.19,Food Explorer
C0167,54,Hyderabad,Hitech City,Marketing,6-10L,Chinese,Desserts,No Preference,525.0,8,Late Night,0.64,0.44,0.84,0.13,0.69,0.56,0.94,0.14,Convenience Seeker
C0168,37,Bengaluru,Indiranagar,Student,6-10L,Burgers,Chinese,No Preference,658.0,5,Breakfast,0.62,0.34,0.84,0.57,0.41,0.7,0.64,0.19,Food Explorer
C0169,31,Delhi,Saket,Consulting,10-20L,Maharashtrian,Burgers,Vegetarian,652.0,7,Late Night,0.47,0.41,0.77,0.33,0.35,0.83,0.94,0.63,Health Conscious
C0170,26,Mumbai,Lower Parel,Entrepreneur,10-20L,Pizza,Cafe,No Preference,713.0,3,Lunch,0.3,0.72,0.85,0.71,0.66,0.52,0.59,0.28,Food Explorer
C0171,42,Hyderabad,Banjara Hills,Marketing,<3L,Chinese,Italian,Vegetarian,373.0,6,Evening Snack,0.57,0.85,0.62,0.49,0.59,0.84,0.82,0.13,Health Conscious
C0172,40,Hyderabad,Hitech City,IT/Tech,10-20L,Thai,Biryani,Low-Calorie,808.0,6,Lunch,0.45,0.41,0.52,0.54,0.25,0.82,0.77,0.81,Health Conscious
C0173,20,Mumbai,Powai,IT/Tech,6-10L,Italian,North Indian,No Preference,478.0,9,Lunch,0.41,0.15,0.92,0.26,0.67,0.21,0.65,0.19,Food Explorer
C0174,23,Bengaluru,Koramangala,Government,3-6L,Burgers,Cafe,High-Protein,265.0,2,Lunch,0.18,0.65,0.79,0.7,0.47,0.18,0.18,0.23,Budget Explorer
C0175,26,Mumbai,Bandra,Other,3-6L,Desserts,Italian,No Preference,255.0,11,Evening Snack,0.64,0.94,0.6,0.21,0.2,0.43,0.72,0.14,Food Explorer
C0176,41,Pune,Hinjewadi,Healthcare,<3L,South Indian,Cafe,Low-Calorie,444.0,6,Lunch,0.19,0.6,0.72,0.23,0.41,0.28,0.74,0.83,Food Explorer
C0177,31,Hyderabad,Hitech City,IT/Tech,10-20L,South Indian,Chinese,Vegetarian,737.0,4,Dinner,0.36,0.49,0.82,0.3,0.63,0.31,0.61,0.66,Food Explorer
C0178,19,Bengaluru,Whitefield,Healthcare,3-6L,Maharashtrian,Healthy,No Preference,304.0,6,Dinner,0.33,0.19,0.89,0.86,0.52,0.2,0.52,0.55,Food Explorer
C0179,18,Chennai,Anna Nagar,Government,20L+,South Indian,Italian,High-Protein,983.0,7,Late Night,0.4,0.59,0.45,0.48,0.89,0.16,0.6,0.06,Food Explorer
C0180,20,Delhi,Dwarka,Student,20L+,Thai,Maharashtrian,No Preference,931.0,5,Late Night,0.61,0.49,0.59,0.61,0.55,0.23,0.17,0.12,Food Explorer
C0181,27,Delhi,Dwarka,Engineering,3-6L,Maharashtrian,Cafe,Vegan,620.0,3,Breakfast,0.34,0.5,0.92,0.29,0.33,0.89,0.2,0.57,Health Conscious
C0182,37,Mumbai,Powai,Finance,<3L,Cafe,South Indian,Vegetarian,298.0,4,Lunch,0.45,0.43,0.66,0.76,0.34,0.42,0.74,0.79,Food Explorer
C0183,19,Mumbai,Lower Parel,Government,10-20L,Pizza,Maharashtrian,No Preference,600.0,6,Late Night,0.53,0.55,0.66,0.14,0.79,0.24,0.23,0.71,Convenience Seeker
C0184,25,Ahmedabad,Navrangpura,Consulting,10-20L,North Indian,Chinese,High-Protein,672.0,5,Breakfast,0.3,0.53,0.58,0.22,0.85,0.83,0.57,0.83,Health Conscious
C0185,32,Hyderabad,Banjara Hills,Government,3-6L,Cafe,Burgers,No Preference,561.0,8,Breakfast,0.49,0.25,0.75,0.14,0.32,0.54,0.14,0.39,Food Explorer
C0186,36,Hyderabad,Hitech City,Healthcare,3-6L,Healthy,Italian,No Preference,416.0,7,Lunch,0.32,0.78,0.79,0.29,0.43,0.93,0.95,0.71,Food Explorer
C0187,33,Kolkata,Salt Lake,Finance,<3L,Thai,North Indian,No Preference,235.0,7,Evening Snack,0.53,0.7,0.36,0.37,0.72,0.42,0.73,0.31,Food Explorer
C0188,51,Delhi,Dwarka,Consulting,3-6L,North Indian,Biryani,Vegetarian,332.0,8,Breakfast,0.18,0.34,0.86,0.43,0.82,0.49,0.74,0.54,Convenience Seeker
C0189,26,Chennai,Anna Nagar,Entrepreneur,<3L,Maharashtrian,North Indian,No Preference,250.0,3,Lunch,0.29,0.36,0.54,0.74,0.68,0.73,0.37,0.28,Health Conscious
C0190,30,Mumbai,Bandra,Finance,10-20L,Maharashtrian,Chinese,No Preference,721.0,8,Lunch,0.42,0.4,0.42,0.39,0.73,0.48,0.49,0.77,Food Explorer
C0191,28,Mumbai,Bandra,Healthcare,10-20L,Cafe,Maharashtrian,No Preference,722.0,10,Evening Snack,0.24,0.72,0.93,0.42,0.19,0.35,0.8,0.2,Food Explorer
C0192,46,Pune,Viman Nagar,Engineering,10-20L,Biryani,Chinese,Vegetarian,805.0,7,Lunch,0.22,0.2,0.82,0.28,0.3,0.44,0.68,0.85,Food Explorer
C0193,55,Mumbai,Bandra,Other,3-6L,Chinese,North Indian,Low-Calorie,412.0,7,Lunch,0.69,0.5,0.43,0.82,0.77,0.38,0.14,0.44,Food Explorer
C0194,54,Delhi,Connaught Place,Entrepreneur,10-20L,Thai,Healthy,No Preference,671.0,6,Dinner,0.25,0.32,0.46,0.32,0.81,0.13,0.63,0.26,Food Explorer
C0195,49,Bengaluru,Whitefield,Entrepreneur,10-20L,Italian,North Indian,No Preference,653.0,5,Dinner,0.23,0.31,0.88,0.52,0.62,0.78,0.78,0.89,Food Explorer
C0196,48,Pune,Kothrud,Engineering,10-20L,Burgers,Desserts,Vegetarian,735.0,8,Dinner,0.31,0.17,0.71,0.12,0.76,0.34,0.79,0.45,Convenience Seeker
C0197,55,Pune,Kothrud,Consulting,20L+,Chinese,Pizza,Vegetarian,1085.0,7,Evening Snack,0.47,0.78,0.79,0.71,0.86,0.59,0.94,0.38,Food Explorer
C0198,29,Delhi,Connaught Place,Consulting,6-10L,Cafe,Burgers,High-Protein,622.0,5,Breakfast,0.57,0.43,0.69,0.21,0.86,0.81,0.79,0.87,Convenience Seeker
C0199,37,Kolkata,Salt Lake,Finance,6-10L,Chinese,North Indian,No Preference,487.0,4,Lunch,0.16,0.53,0.55,0.59,0.75,0.39,0.25,0.73,Food Explorer
C0200,21,Pune,Hinjewadi,Student,<3L,Cafe,South Indian,Vegan,197.0,4,Late Night,0.67,0.92,0.57,0.85,0.45,0.19,0.36,0.17,Budget Explorer
C0201,45,Delhi,Connaught Place,Marketing,6-10L,South Indian,Maharashtrian,Vegetarian,514.0,7,Late Night,0.62,0.33,0.7,0.24,0.38,0.69,0.21,0.67,Food Explorer
C0202,43,Ahmedabad,Navrangpura,Other,<3L,Maharashtrian,Burgers,High-Protein,345.0,6,Late Night,0.28,0.6,0.91,0.21,0.71,0.3,0.94,0.19,Convenience Seeker
C0203,39,Mumbai,Bandra,Marketing,<3L,Biryani,Pizza,Vegetarian,238.0,11,Evening Snack,0.3,0.24,0.35,0.41,0.7,0.92,0.85,0.47,Health Conscious
C0204,40,Pune,Viman Nagar,Engineering,3-6L,Italian,Desserts,Vegetarian,571.0,8,Lunch,0.25,0.21,0.86,0.34,0.39,0.91,0.16,0.19,Health Conscious
C0205,28,Pune,Viman Nagar,IT/Tech,6-10L,Chinese,Thai,Vegetarian,601.0,11,Late Night,0.69,0.71,0.61,0.62,0.61,0.47,0.15,0.33,Food Explorer
C0206,44,Delhi,Dwarka,Engineering,6-10L,Cafe,Healthy,No Preference,475.0,4,Evening Snack,0.33,0.23,0.59,0.54,0.52,0.15,0.1,0.12,Food Explorer
C0207,30,Chennai,T Nagar,IT/Tech,<3L,South Indian,Cafe,No Preference,190.0,6,Breakfast,0.43,0.24,0.82,0.48,0.82,0.33,0.65,0.38,Convenience Seeker
C0208,42,Pune,Kothrud,Government,3-6L,North Indian,Burgers,No Preference,236.0,4,Evening Snack,0.29,0.36,0.39,0.7,0.65,0.17,0.39,0.51,Food Explorer
C0209,32,Ahmedabad,Navrangpura,Engineering,<3L,Thai,Maharashtrian,No Preference,231.0,5,Late Night,0.56,0.9,0.69,0.29,0.37,0.44,0.83,0.08,Food Explorer
C0210,51,Ahmedabad,Navrangpura,Other,6-10L,Maharashtrian,South Indian,No Preference,725.0,8,Dinner,0.25,0.94,0.93,0.75,0.24,0.46,0.94,0.42,Food Explorer
C0211,34,Delhi,Saket,Government,10-20L,Chinese,South Indian,No Preference,675.0,5,Dinner,0.48,0.84,0.66,0.83,0.16,0.7,0.6,0.71,Food Explorer
C0212,44,Mumbai,Lower Parel,Finance,<3L,Maharashtrian,Desserts,Vegan,339.0,6,Breakfast,0.7,0.6,0.41,0.33,0.55,0.39,0.45,0.38,Food Explorer
C0213,54,Chennai,T Nagar,Other,6-10L,South Indian,Burgers,No Preference,592.0,5,Late Night,0.52,0.7,0.37,0.81,0.4,0.3,0.73,0.83,Food Explorer
C0214,19,Pune,Kothrud,Government,10-20L,Pizza,Burgers,No Preference,543.0,5,Dinner,0.66,0.7,0.93,0.28,0.38,0.73,0.76,0.32,Food Explorer
C0215,23,Hyderabad,Banjara Hills,Consulting,6-10L,Thai,Healthy,Vegan,341.0,6,Evening Snack,0.64,0.56,0.45,0.35,0.53,0.22,0.82,0.8,Food Explorer
C0216,29,Mumbai,Andheri,Consulting,10-20L,Biryani,North Indian,No Preference,744.0,8,Dinner,0.18,0.44,0.47,0.39,0.5,0.44,0.88,0.63,Food Explorer
C0217,41,Bengaluru,Indiranagar,Marketing,6-10L,South Indian,Healthy,Vegetarian,376.0,6,Evening Snack,0.36,0.82,0.51,0.76,0.22,0.12,0.14,0.78,Budget Explorer
C0218,32,Delhi,Dwarka,Consulting,6-10L,Pizza,Cafe,No Preference,431.0,7,Breakfast,0.67,0.92,0.76,0.48,0.25,0.25,0.78,0.24,Food Explorer
C0219,35,Bengaluru,Whitefield,Entrepreneur,10-20L,Burgers,Healthy,No Preference,822.0,7,Dinner,0.33,0.57,0.72,0.57,0.16,0.95,0.92,0.76,Food Explorer
C0220,36,Kolkata,Salt Lake,Healthcare,6-10L,Italian,Chinese,No Preference,662.0,8,Evening Snack,0.53,0.84,0.51,0.67,0.82,0.35,0.23,0.7,Food Explorer
C0221,43,Mumbai,Powai,Government,6-10L,Cafe,North Indian,Vegetarian,557.0,3,Evening Snack,0.31,0.48,0.58,0.13,0.68,0.59,0.26,0.67,Food Explorer
C0222,52,Bengaluru,Indiranagar,Marketing,10-20L,Desserts,Burgers,Vegetarian,863.0,5,Lunch,0.65,0.85,0.46,0.18,0.25,0.32,0.79,0.7,Food Explorer
C0223,39,Delhi,Connaught Place,IT/Tech,3-6L,Biryani,Burgers,No Preference,383.0,5,Evening Snack,0.37,0.62,0.63,0.19,0.19,0.64,0.59,0.58,Food Explorer
C0224,30,Chennai,T Nagar,Engineering,<3L,Desserts,Thai,Vegetarian,223.0,9,Dinner,0.18,0.83,0.43,0.26,0.46,0.58,0.87,0.44,Food Explorer
C0225,29,Pune,Hinjewadi,IT/Tech,6-10L,Desserts,South Indian,No Preference,429.0,7,Breakfast,0.15,0.37,0.81,0.23,0.72,0.52,0.75,0.12,Convenience Seeker
C0226,45,Hyderabad,Banjara Hills,Entrepreneur,3-6L,Italian,Thai,No Preference,374.0,8,Late Night,0.27,0.45,0.36,0.36,0.77,0.26,0.68,0.58,Food Explorer
C0227,32,Bengaluru,Indiranagar,Government,3-6L,Chinese,Italian,Vegetarian,387.0,6,Evening Snack,0.25,0.81,0.53,0.33,0.7,0.61,0.39,0.8,Food Explorer
C0228,39,Delhi,Saket,Marketing,3-6L,Biryani,South Indian,Low-Calorie,458.0,5,Dinner,0.16,0.33,0.94,0.27,0.17,0.53,0.2,0.65,Food Explorer
C0229,42,Mumbai,Powai,Healthcare,10-20L,Maharashtrian,North Indian,Vegetarian,621.0,5,Breakfast,0.55,0.67,0.36,0.65,0.46,0.42,0.57,0.45,Food Explorer
C0230,31,Delhi,Saket,Student,3-6L,Desserts,Chinese,Vegetarian,247.0,10,Evening Snack,0.52,0.71,0.6,0.82,0.53,0.63,0.34,0.72,Budget Explorer
C0231,30,Chennai,T Nagar,Other,3-6L,Pizza,Maharashtrian,Low-Calorie,336.0,7,Evening Snack,0.57,0.39,0.37,0.5,0.31,0.89,0.38,0.05,Health Conscious
C0232,25,Mumbai,Bandra,Other,6-10L,South Indian,Chinese,Vegan,617.0,7,Breakfast,0.58,0.23,0.5,0.28,0.89,0.35,0.49,0.13,Food Explorer
C0233,20,Delhi,Connaught Place,Healthcare,3-6L,Desserts,Burgers,No Preference,626.0,5,Breakfast,0.21,0.76,0.38,0.78,0.65,0.24,0.4,0.42,Food Explorer
C0234,23,Bengaluru,Koramangala,Government,10-20L,South Indian,Chinese,No Preference,670.0,3,Dinner,0.31,0.46,0.86,0.74,0.64,0.78,0.2,0.64,Health Conscious
C0235,28,Mumbai,Powai,IT/Tech,3-6L,Maharashtrian,Italian,Jain,431.0,5,Dinner,0.26,0.45,0.57,0.12,0.66,0.81,0.93,0.16,Health Conscious
C0236,25,Chennai,T Nagar,Entrepreneur,6-10L,Chinese,Burgers,Vegetarian,505.0,6,Breakfast,0.57,0.69,0.81,0.56,0.57,0.93,0.67,0.34,Health Conscious
C0237,24,Chennai,Anna Nagar,Entrepreneur,6-10L,Biryani,Healthy,No Preference,479.0,3,Dinner,0.24,0.81,0.89,0.59,0.16,0.89,0.53,0.45,Health Conscious
C0238,28,Chennai,T Nagar,IT/Tech,10-20L,Burgers,Biryani,No Preference,849.0,5,Evening Snack,0.18,0.33,0.74,0.42,0.33,0.49,0.78,0.43,Food Explorer
C0239,46,Chennai,T Nagar,Government,<3L,Italian,Cafe,No Preference,239.0,7,Dinner,0.4,0.6,0.35,0.17,0.6,0.63,0.36,0.48,Food Explorer
C0240,47,Delhi,Dwarka,Government,3-6L,North Indian,Pizza,Jain,350.0,7,Evening Snack,0.49,0.65,0.63,0.63,0.69,0.2,0.75,0.24,Budget Explorer
C0241,40,Pune,Hinjewadi,Healthcare,6-10L,Burgers,Chinese,No Preference,383.0,4,Lunch,0.45,0.81,0.8,0.43,0.34,0.27,0.2,0.77,Food Explorer
C0242,47,Delhi,Dwarka,Consulting,6-10L,Chinese,Italian,No Preference,320.0,3,Late Night,0.22,0.86,0.62,0.57,0.53,0.92,0.1,0.68,Budget Explorer
C0243,45,Kolkata,Salt Lake,Other,6-10L,Healthy,South Indian,Vegetarian,586.0,4,Lunch,0.59,0.25,0.58,0.58,0.81,0.53,0.43,0.88,Food Explorer
C0244,35,Bengaluru,Indiranagar,Entrepreneur,20L+,Pizza,Healthy,Jain,920.0,7,Lunch,0.4,0.71,0.8,0.34,0.68,0.83,0.71,0.85,Convenience Seeker
C0245,30,Delhi,Dwarka,Consulting,6-10L,Pizza,Cafe,No Preference,620.0,4,Lunch,0.74,0.67,0.92,0.5,0.67,0.37,0.2,0.35,Food Explorer
C0246,55,Chennai,T Nagar,Other,20L+,Cafe,Thai,Vegetarian,984.0,10,Late Night,0.32,0.83,0.83,0.52,0.17,0.22,0.67,0.22,Food Explorer
C0247,36,Delhi,Connaught Place,Healthcare,<3L,North Indian,Burgers,No Preference,239.0,5,Late Night,0.17,0.8,0.41,0.79,0.7,0.84,0.73,0.53,Budget Explorer
C0248,50,Bengaluru,Indiranagar,Healthcare,6-10L,North Indian,Italian,No Preference,683.0,7,Evening Snack,0.73,0.19,0.8,0.26,0.8,0.83,0.48,0.24,Convenience Seeker
C0249,55,Pune,Kothrud,Engineering,10-20L,Biryani,Pizza,No Preference,746.0,4,Lunch,0.74,0.21,0.93,0.69,0.24,0.13,0.34,0.27,Food Explorer
C0250,55,Delhi,Connaught Place,Healthcare,<3L,Italian,South Indian,No Preference,232.0,3,Evening Snack,0.51,0.77,0.73,0.77,0.38,0.77,0.57,0.11,Budget Explorer
C0251,51,Pune,Hinjewadi,Consulting,20L+,Healthy,Chinese,Vegan,920.0,6,Lunch,0.4,0.58,0.41,0.28,0.31,0.38,0.41,0.24,Food Explorer
C0252,48,Chennai,Anna Nagar,Engineering,10-20L,Desserts,North Indian,No Preference,830.0,5,Evening Snack,0.42,0.87,0.72,0.6,0.87,0.68,0.37,0.83,Food Explorer
C0253,42,Mumbai,Lower Parel,Healthcare,6-10L,Pizza,North Indian,High-Protein,600.0,4,Evening Snack,0.46,0.56,0.64,0.34,0.64,0.37,0.17,0.13,Food Explorer
C0254,52,Kolkata,Salt Lake,Student,6-10L,Biryani,Cafe,Vegetarian,424.0,6,Lunch,0.67,0.49,0.41,0.53,0.68,0.93,0.76,0.6,Health Conscious
C0255,27,Mumbai,Bandra,Student,6-10L,Burgers,North Indian,No Preference,436.0,8,Breakfast,0.26,0.35,0.39,0.76,0.83,0.45,0.48,0.39,Food Explorer
C0256,19,Pune,Hinjewadi,Entrepreneur,6-10L,Healthy,North Indian,Vegetarian,593.0,8,Late Night,0.19,0.75,0.38,0.78,0.42,0.53,0.35,0.63,Food Explorer
C0257,36,Mumbai,Bandra,Marketing,3-6L,Desserts,North Indian,Vegetarian,358.0,11,Late Night,0.28,0.75,0.83,0.78,0.37,0.64,0.35,0.8,Budget Explorer
C0258,18,Pune,Kothrud,Engineering,10-20L,South Indian,Chinese,No Preference,672.0,8,Late Night,0.51,0.58,0.92,0.34,0.71,0.87,0.39,0.4,Convenience Seeker
C0259,27,Chennai,Anna Nagar,Finance,3-6L,Maharashtrian,Pizza,No Preference,371.0,9,Lunch,0.55,0.6,0.38,0.7,0.89,0.57,0.65,0.11,Budget Explorer
C0260,34,Mumbai,Bandra,IT/Tech,3-6L,Maharashtrian,Italian,Low-Calorie,371.0,8,Evening Snack,0.23,0.67,0.41,0.6,0.83,0.37,0.48,0.57,Budget Explorer
C0261,55,Bengaluru,Whitefield,Finance,6-10L,Burgers,Thai,Low-Calorie,479.0,7,Lunch,0.15,0.35,0.48,0.69,0.48,0.81,0.21,0.67,Health Conscious
C0262,47,Chennai,T Nagar,Marketing,3-6L,Pizza,Healthy,Vegetarian,295.0,3,Lunch,0.54,0.22,0.52,0.76,0.82,0.27,0.72,0.58,Food Explorer
C0263,19,Mumbai,Bandra,Engineering,6-10L,Maharashtrian,Desserts,No Preference,422.0,5,Late Night,0.28,0.18,0.51,0.82,0.55,0.66,0.23,0.38,Food Explorer
C0264,36,Ahmedabad,Navrangpura,Finance,6-10L,Healthy,Chinese,No Preference,565.0,10,Late Night,0.16,0.34,0.93,0.89,0.66,0.74,0.22,0.19,Health Conscious
C0265,54,Ahmedabad,Navrangpura,Finance,10-20L,Italian,Burgers,No Preference,817.0,5,Dinner,0.29,0.36,0.49,0.63,0.54,0.77,0.43,0.83,Health Conscious
C0266,20,Mumbai,Powai,Government,<3L,Healthy,Cafe,Jain,243.0,9,Evening Snack,0.5,0.61,0.58,0.4,0.59,0.86,0.17,0.26,Health Conscious
C0267,51,Bengaluru,Indiranagar,Entrepreneur,3-6L,Burgers,Healthy,Vegan,492.0,6,Late Night,0.15,0.86,0.61,0.28,0.54,0.34,0.23,0.18,Food Explorer
C0268,32,Mumbai,Lower Parel,Entrepreneur,10-20L,Cafe,Chinese,Vegetarian,635.0,4,Dinner,0.44,0.62,0.74,0.43,0.33,0.21,0.6,0.16,Food Explorer
C0269,20,Chennai,Anna Nagar,Other,<3L,South Indian,Burgers,High-Protein,319.0,7,Late Night,0.72,0.63,0.69,0.11,0.69,0.66,0.34,0.12,Convenience Seeker
C0270,48,Hyderabad,Hitech City,Marketing,3-6L,Thai,Desserts,No Preference,438.0,6,Late Night,0.64,0.3,0.75,0.31,0.69,0.39,0.49,0.55,Convenience Seeker
C0271,42,Bengaluru,Indiranagar,Entrepreneur,<3L,North Indian,Pizza,Vegetarian,314.0,7,Late Night,0.56,0.81,0.71,0.24,0.83,0.61,0.85,0.5,Convenience Seeker
C0272,23,Mumbai,Lower Parel,Marketing,6-10L,Maharashtrian,Healthy,Jain,323.0,5,Dinner,0.46,0.45,0.38,0.52,0.32,0.78,0.77,0.37,Health Conscious
C0273,54,Ahmedabad,Navrangpura,IT/Tech,3-6L,Pizza,Healthy,Vegan,377.0,6,Breakfast,0.32,0.85,0.6,0.25,0.68,0.77,0.59,0.15,Health Conscious
C0274,42,Mumbai,Andheri,Consulting,6-10L,Burgers,Italian,No Preference,677.0,5,Lunch,0.41,0.62,0.51,0.53,0.57,0.62,0.94,0.39,Food Explorer
C0275,44,Delhi,Dwarka,Engineering,10-20L,Italian,South Indian,No Preference,602.0,6,Late Night,0.44,0.94,0.7,0.72,0.45,0.22,0.83,0.15,Food Explorer
C0276,46,Bengaluru,Indiranagar,Finance,<3L,Healthy,Thai,Vegan,211.0,4,Late Night,0.52,0.7,0.38,0.41,0.63,0.78,0.8,0.45,Health Conscious
C0277,23,Hyderabad,Banjara Hills,IT/Tech,3-6L,Burgers,Chinese,Vegetarian,390.0,4,Dinner,0.71,0.47,0.74,0.33,0.87,0.15,0.76,0.2,Convenience Seeker
C0278,46,Chennai,T Nagar,Student,3-6L,Desserts,Healthy,No Preference,267.0,7,Breakfast,0.62,0.56,0.77,0.59,0.66,0.41,0.66,0.88,Budget Explorer
C0279,35,Mumbai,Bandra,Entrepreneur,3-6L,Thai,Italian,Vegetarian,459.0,7,Late Night,0.16,0.71,0.9,0.54,0.69,0.58,0.6,0.35,Convenience Seeker
C0280,32,Bengaluru,Koramangala,Other,20L+,Italian,Thai,Vegetarian,875.0,5,Evening Snack,0.26,0.55,0.69,0.5,0.4,0.2,0.54,0.27,Food Explorer
C0281,54,Kolkata,Salt Lake,Healthcare,6-10L,Thai,Desserts,Vegetarian,398.0,6,Lunch,0.6,0.92,0.63,0.47,0.59,0.12,0.2,0.11,Food Explorer
C0282,32,Bengaluru,Indiranagar,Government,3-6L,Burgers,Maharashtrian,Vegetarian,386.0,8,Evening Snack,0.3,0.22,0.75,0.76,0.21,0.89,0.51,0.35,Health Conscious
C0283,35,Ahmedabad,Navrangpura,Finance,20L+,Desserts,Biryani,Vegetarian,1062.0,5,Lunch,0.29,0.34,0.51,0.28,0.78,0.81,0.4,0.71,Health Conscious
C0284,23,Mumbai,Lower Parel,Marketing,6-10L,Healthy,North Indian,Jain,706.0,5,Evening Snack,0.52,0.54,0.94,0.82,0.8,0.52,0.94,0.83,Food Explorer
C0285,43,Bengaluru,Koramangala,Consulting,10-20L,South Indian,North Indian,Vegetarian,712.0,9,Dinner,0.44,0.58,0.65,0.41,0.66,0.25,0.93,0.64,Food Explorer
C0286,38,Hyderabad,Hitech City,Student,<3L,Biryani,Italian,Vegetarian,462.0,6,Evening Snack,0.37,0.84,0.46,0.31,0.35,0.91,0.39,0.21,Health Conscious
C0287,31,Hyderabad,Banjara Hills,Entrepreneur,6-10L,Burgers,Thai,High-Protein,604.0,8,Evening Snack,0.42,0.61,0.94,0.65,0.76,0.71,0.78,0.52,Food Explorer
C0288,30,Pune,Viman Nagar,Finance,10-20L,Cafe,South Indian,Vegetarian,751.0,9,Breakfast,0.26,0.55,0.95,0.78,0.54,0.71,0.77,0.31,Food Explorer
C0289,54,Kolkata,Salt Lake,Student,3-6L,Cafe,South Indian,No Preference,347.0,6,Evening Snack,0.44,0.65,0.62,0.37,0.42,0.58,0.89,0.27,Food Explorer
